rank,symbol,timeframe,slice_combination,side,verdict,triage_bucket,train_n,train_pass,valid_n,valid_pass,valid_mean_ret_costadj,valid_excess_vs_baseline,valid_best_parent_filter,valid_excess_vs_best_parent,valid_p_value_nw,walk_forward_pass_count,walk_forward_pass_pattern,walk_forward_survival_rate,scenario_survived_count,scenario_positive_baseline_excess_count,scenario_positive_parent_excess_count,scenario_significant_count,robustness_score,default_verdict,cost2_verdict,cost5_verdict,split06_verdict,split08_verdict,short_borrow2_verdict,short_borrow5_verdict,short_borrow10_verdict,search_wide_family_size,search_wide_rank,search_wide_bh_pass,search_wide_bonferroni_pass
82,ETHE,1h,state_ext=stretched_up + state_slope=uptrend,short,rejected,late_emerging_valid_supported,350,False,80,True,0.011008026723773118,0.009550507377924271,state_ext=stretched_up,0.0015788727305426666,0.007148060404535306,1,0010,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,401,False,False
83,ASML,1h,state_session=morning + state_ext=neutral,long,rejected,late_emerging_recent_only,272,False,84,True,0.005800762623346987,0.0032087830519100247,state_ext=neutral,0.0015184988898064057,0.009795069188104577,1,0001,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,476,False,False
84,NSC,1h,state_session=afternoon + state_ext=neutral,long,rejected,late_emerging_recent_only,311,False,125,True,0.003515904105760168,0.0026988039571847274,state_session=afternoon,0.0014763315605142934,0.0036887516126173914,1,0001,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,296,False,False
85,AFRM,1h,state_ext=stretched_down + state_slope=downtrend,long,rejected,late_emerging_recent_only,328,False,83,True,0.015086218903664683,0.009402674187276128,state_ext=stretched_down,0.0014419803300479584,0.0037976037430702547,1,0001,0.25,0,8,7,8,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,303,False,False
86,ELV,1h,state_ext=neutral + state_slope=downtrend,long,rejected,late_emerging_recent_only,236,False,98,True,0.009104734421926157,0.005923738276621529,state_slope=downtrend,0.0012452005161472917,6.45432690580261e-05,1,0001,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,69,True,False
87,XRP/USD,1h,state_session=afternoon + state_ext=stretched_up + state_slope=uptrend,short,rejected,late_emerging_recent_only,346,False,109,True,0.005680094342358511,0.005355750966698932,state_session=afternoon + state_ext=stretched_up,0.0011339539033491611,0.0015090255124292629,1,0001,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,210,False,False
88,SOXX,1h,state_ext=neutral + state_slope=flat,long,rejected,late_emerging_valid_supported,447,False,90,True,0.011326981425009026,0.006909948000082268,state_slope=flat,0.0009286239037475542,0.0006199837853733126,1,0010,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,148,True,False
89,TMUS,1h,state_session=morning + state_ext=neutral,short,rejected,late_emerging_recent_only,346,False,144,True,0.0034783101914549514,0.0018445957239807973,state_ext=neutral,0.0008143971369469157,0.0035797886138475565,1,0001,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,290,False,False
90,V,1h,state_ext=neutral + state_vol=high_vol,long,rejected,late_emerging_recent_only,212,False,173,True,0.0033371488879587446,0.002038047342742122,state_vol=high_vol,0.0007773223409481052,0.0036116529775731543,1,0001,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,291,False,False
91,ETHA,1h,state_ext=stretched_up + state_vol=high_vol,short,rejected,late_emerging_valid_supported,220,False,62,True,0.011527211330554326,0.009653832557616059,state_ext=stretched_up,0.0006941593324129216,0.0003580447701179157,1,0010,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,110,True,False
92,BAC,1h,state_session=lunch + state_ext=neutral,long,rejected,late_emerging_recent_only,272,False,115,True,0.0038248982972866196,0.0019605023000064652,state_session=lunch,0.0006371220129090787,0.00453795914291133,1,0001,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,328,False,False
93,LTC/USD,1h,state_session=afternoon + state_ext=stretched_down + state_slope=downtrend,long,rejected,late_emerging_recent_only,362,False,74,True,0.004505133587749983,0.0051811400230649274,state_session=afternoon + state_ext=stretched_down,0.0006311731980218976,0.02886891723137852,1,0001,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,813,False,False
94,SOXX,1h,state_session=morning + state_ext=stretched_up + state_slope=uptrend,long,rejected,late_emerging_recent_only,97,False,95,True,0.0050354255586173916,0.0006183921336906338,state_session=morning + state_ext=stretched_up,0.0006148713399300263,4.740241276013357e-05,1,0001,0.25,0,8,7,8,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,56,True,False
95,XLK,1h,state_ext=stretched_up + state_vol=low_vol,long,provisional,provisional_sample_starved,157,True,45,False,0.004719520695366565,0.0039821924758874595,state_ext=stretched_up,0.003085945642770359,0.012643715984606674,0,0000,0.0,1,8,8,8,8.0,provisional,provisional,rejected,survived,provisional,provisional,provisional,provisional,10098,529,False,False
96,ICLN,1h,state_ext=neutral + state_slope=downtrend,long,rejected,late_emerging_valid_supported,286,False,90,True,0.008295807890082605,0.007860255176839066,state_ext=neutral,0.005199111751900867,0.027128557891960448,1,0100,0.25,0,8,8,6,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,783,False,False
97,FCX,1h,state_ext=neutral + state_vol=mid_vol,short,rejected,late_emerging_valid_supported,212,False,78,True,0.012741645701197884,0.013695655722394368,state_vol=mid_vol,0.004858217196072311,0.02228676685387576,1,0010,0.25,0,8,8,6,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,695,False,False
98,TXN,1h,state_ext=neutral + state_vol=mid_vol,long,rejected,late_emerging_valid_supported,267,False,91,True,0.014270565464824029,0.010241319177443631,state_vol=mid_vol,0.004306519844416773,0.029332273682723953,1,0100,0.25,0,8,8,6,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,829,False,False
99,LINK/USD,1h,state_session=lunch + state_slope=downtrend,long,rejected,late_emerging_valid_supported,195,False,67,True,0.0046079822121875835,0.005137451626109929,state_session=lunch,0.004194771709160928,0.028849888705124282,1,0010,0.25,0,8,8,6,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,812,False,False
100,SOXX,1h,state_session=lunch + state_ext=neutral,long,rejected,late_emerging_valid_supported,229,False,51,True,0.0099016308138098,0.005484597388883043,state_ext=neutral,0.003906319662244998,0.011508610786783446,1,0100,0.25,0,8,8,6,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,515,False,False
101,AMT,1h,state_ext=neutral + state_slope=downtrend,short,rejected,late_emerging_recent_only,230,False,103,True,0.005075370789210374,0.004320889401937443,state_ext=neutral,0.0037189104698472624,0.009371201588286082,1,0001,0.25,0,8,8,6,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,461,False,False
102,DOGE/USD,1h,state_session=lunch + state_slope=downtrend,long,rejected,late_emerging_valid_supported,209,False,62,True,0.004416823525234379,0.005072531090667624,state_session=lunch,0.00359969073260267,0.02108196341983315,1,0010,0.25,0,8,8,6,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,674,False,False
103,AMAT,1h,state_ext=neutral + state_vol=low_vol,long,rejected,late_emerging_valid_supported,347,False,56,True,0.013007908446574965,0.007794875003567976,state_vol=low_vol,0.003295895044333811,0.043499922014299974,1,0010,0.25,0,8,8,6,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,1055,False,False
104,AFRM,1h,state_ext=stretched_down + state_vol=high_vol,long,rejected,late_emerging_recent_only,124,False,70,True,0.016927600793017344,0.011244056076628789,state_ext=stretched_down,0.003283362219400619,0.0008572930214243435,1,0001,0.25,0,8,7,7,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,170,False,False
105,ETN,1h,state_ext=stretched_down + state_vol=high_vol,long,rejected,late_emerging_recent_only,79,False,79,True,0.006683762614729802,0.005743941183238299,state_ext=stretched_down,0.003123783091902786,0.03295182267010355,1,0001,0.25,0,8,8,6,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,883,False,False
106,AAVE/USD,1h,state_ext=stretched_down + state_vol=mid_vol,short,rejected,late_emerging_valid_supported,427,False,248,True,0.004891040320864848,0.004657484866677247,state_vol=mid_vol,0.0025529891491424114,0.005758652309281853,1,0010,0.25,0,8,8,6,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,362,False,False
107,ADA/USD,1h,state_ext=neutral + state_slope=downtrend,short,rejected,late_emerging_recent_only,416,False,175,True,0.004728979289707843,0.003580026659220286,state_slope=downtrend,0.002175900492082784,0.013931373739219932,1,0001,0.25,0,8,8,6,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,561,False,False
108,CBOE,1h,state_ext=stretched_up + state_vol=high_vol,long,rejected,late_emerging_recent_only,85,False,75,True,0.006605061389523007,0.008052568352806681,state_ext=stretched_up,0.0021359204803864315,0.040768625162893146,1,0001,0.25,0,8,8,6,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,1015,False,False
109,XLE,1h,state_ext=neutral + state_vol=high_vol,long,rejected,late_emerging_valid_supported,1246,False,347,True,0.002943971837774816,0.0026212315261318815,state_ext=neutral,0.002109418567581026,0.008250979441444262,1,0010,0.25,0,8,8,6,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,430,False,False
110,ORCL,1h,state_session=afternoon + state_ext=stretched_down + state_slope=downtrend,short,rejected,late_emerging_recent_only,93,False,67,True,0.011911620914565716,0.011995228617208493,state_session=afternoon + state_ext=stretched_down,0.002094225213756122,0.023119094318377886,1,0001,0.25,0,8,8,6,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,713,False,False
111,SPOT,1h,state_session=morning + state_ext=neutral,short,rejected,late_emerging_recent_only,247,False,117,True,0.006134511581473643,0.0058737892422526475,state_ext=neutral,0.001996336255767124,0.005780529903174347,1,0001,0.25,0,8,8,6,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,363,False,False
112,ADI,1h,state_ext=stretched_down + state_slope=downtrend,long,rejected,late_emerging_recent_only,140,False,90,True,0.006497261823555355,0.004589921058706986,state_ext=stretched_down,0.0018463542048612449,0.02954942474437816,1,0001,0.25,0,8,8,6,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,833,False,False
113,HUM,1h,state_session=morning + state_ext=neutral,short,rejected,interesting_but_failed_gate,254,False,100,False,-0.0050562326771479435,0.0034938476179305544,state_ext=neutral,0.0013175769068319186,0.02795803085561377,1,1000,0.25,0,8,8,6,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,798,False,False
114,CME,1h,state_ext=neutral + state_slope=downtrend,short,rejected,late_emerging_valid_supported,244,False,122,True,0.006666417952144877,0.004232574223588623,state_slope=downtrend,0.001248760979352121,0.00022676176498759304,1,0010,0.25,0,8,7,7,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,90,True,False
115,SPOT,1h,state_ext=neutral + state_slope=flat,short,rejected,late_emerging_recent_only,310,False,131,True,0.009834510889048088,0.009573788549827093,state_slope=flat,0.0011055416049466724,0.008441176951885287,1,0001,0.25,0,8,7,7,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,434,False,False
116,KLAC,1h,state_ext=neutral + state_vol=mid_vol,long,rejected,late_emerging_valid_supported,172,False,54,True,0.016869077971764814,0.01198631124226399,state_ext=neutral,0.0009392305274779737,0.004080524755862847,1,0010,0.25,0,8,7,7,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,316,False,False
117,TMUS,1h,state_ext=neutral + state_vol=mid_vol,short,rejected,late_emerging_valid_supported,275,False,138,True,0.00604703590160439,0.0044133214341302365,state_vol=mid_vol,0.0008743195212751282,0.012461964034329975,1,0010,0.25,0,8,8,6,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,525,False,False
118,BCH/USD,1h,state_ext=neutral + state_slope=downtrend,short,rejected,late_emerging_recent_only,1198,False,544,True,0.0028118246033936823,0.001700487181748096,state_slope=downtrend,0.0006689988869734739,0.004488885936869691,1,0001,0.25,0,8,8,6,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,327,False,False
119,HUM,1h,state_session=afternoon + state_slope=uptrend,long,rejected,late_emerging_recent_only,92,False,72,True,0.01155706713960359,0.0034069868445250947,state_slope=uptrend,0.0005688731305436671,0.00032696108250807043,1,0001,0.25,0,8,6,8,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,105,True,False
120,XLE,1h,state_session=afternoon + state_ext=neutral + state_slope=flat,long,rejected,late_emerging_recent_only,547,False,275,True,0.0029013838096268053,0.0025786434979838705,state_session=afternoon + state_slope=flat,0.0004405052976949107,0.0075428996952473515,1,0001,0.25,0,8,7,7,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,415,False,False
121,BTC/USD,1h,state_session=morning + state_ext=neutral + state_slope=downtrend,short,rejected,late_emerging_recent_only,716,False,326,True,0.002638128569621687,0.0025322622764043833,state_session=morning + state_slope=downtrend,0.0002190113008274392,0.004012772801236686,1,0001,0.25,0,8,8,6,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,314,False,False
122,IVV,1h,state_ext=neutral + state_vol=mid_vol,long,rejected,late_emerging_recent_only,387,False,209,True,0.0017564803621153687,0.0009999121632774089,state_vol=mid_vol,9.174578918188961e-05,0.006947008853951608,1,0001,0.25,0,8,7,7,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,396,False,False
123,VTI,1h,state_ext=neutral + state_vol=mid_vol,long,rejected,late_emerging_recent_only,372,False,186,True,0.0016498554405252872,0.0008174469282687219,state_vol=mid_vol,2.6568598963818248e-05,0.01093619655888678,1,0001,0.25,0,8,8,6,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,501,False,False
124,DOGE/USD,1h,state_ext=stretched_up + state_vol=high_vol,short,rejected,late_emerging_valid_supported,670,False,51,True,0.01668140603107305,0.016425698465639803,state_ext=stretched_up,0.012944205926951242,8.951124721878756e-06,0,0000,0.0,0,8,8,8,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,41,True,False
125,NOW,1h,state_ext=stretched_down + state_vol=mid_vol,long,rejected,late_emerging_valid_supported,130,False,68,True,0.013878087093680798,0.013818305329440457,state_ext=stretched_down,0.012312904202556636,0.01435828723907595,0,0000,0.0,0,8,8,8,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,565,False,False
126,COIN,1h,state_ext=stretched_down + state_vol=mid_vol,long,rejected,late_emerging_valid_supported,219,False,58,True,0.013589138588063324,0.014669950828074221,state_vol=mid_vol,0.012289928541298166,0.02793389440784111,0,0000,0.0,0,8,8,8,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,797,False,False
127,ASML,1h,state_ext=neutral + state_slope=downtrend,long,rejected,late_emerging_valid_supported,203,False,54,True,0.02173711557465105,0.01914513600321409,state_slope=downtrend,0.0102599075247625,0.001023470445427055,0,0000,0.0,0,8,8,8,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,182,False,False
128,CRWD,1h,state_session=afternoon + state_ext=stretched_up,long,rejected,late_emerging_valid_supported,66,False,63,True,0.00980660673121977,0.011216754794652383,state_ext=stretched_up,0.01008271043264888,0.02082615549341904,0,0000,0.0,0,8,8,8,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,668,False,False
129,SLV,1h,state_ext=neutral + state_vol=high_vol,long,rejected,late_emerging_valid_supported,101,False,67,True,0.011817995393060303,0.012884110384893645,state_vol=high_vol,0.009128795728443762,0.007347166496203705,0,0000,0.0,0,8,8,8,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,406,False,False
130,AMD,1h,state_ext=stretched_up + state_slope=flat,long,rejected,late_emerging_valid_supported,101,False,60,True,0.02007333250507458,0.011502313818065282,state_slope=flat,0.008683760772532682,0.0001084786254572645,0,0000,0.0,0,8,8,8,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,10098,82,True,False
